Wtorek,14,Lipiec,2026,07:58:14:00009-VCID:5FCD167BDD3D95711C-4B18,Wersja VCDS: AKP 21.9.0,Wersja danych: 20211210 DS330.0
074 906 018 AK,,2.5l R5 EDC 0000SG  3905,

,Grupa A:,'003,,,,Grupa B:,'008,,,,Grupa C:,'011
,,Obroty silnika,Iloœæ powietrza/Obr.,Iloœæ powietrza/Obr.,Cykl pracy,,Obroty silnika,Dawka paliwa,Dawka paliwa,Dawka paliwa,,Obroty silnika,Ciœnienie rzecz.,Ciœnienie rzecz.,Cykl pracy
,892.96,775,265.0,450.0,94.4,892.32,775,0.2,25.6,25.4,892.64,775,1071.0,1050.6,57.4
,893.92,775,270.0,445.0,94.4,893.28,775,0.2,25.6,25.0,893.60,775,1071.0,1030.2,52.6
,894.88,775,270.0,445.0,94.4,894.24,775,0.2,25.6,24.8,894.56,775,1071.0,1009.8,46.6
,895.84,755,270.0,455.0,94.4,895.20,775,0.2,25.6,24.0,895.52,755,1081.2,1009.8,39.8
,896.80,755,270.0,455.0,94.4,896.16,755,0.2,25.6,24.8,896.48,755,1081.2,1009.8,32.7
,897.76,755,275.0,450.0,94.4,897.12,755,0.2,25.6,25.4,897.44,775,1081.2,999.6,25.1
,898.72,775,270.0,450.0,94.4,898.08,775,0.2,25.6,25.0,898.40,775,1081.2,1009.8,17.5
,899.68,775,275.0,450.0,94.4,899.04,775,0.2,25.6,24.6,899.36,775,1081.2,999.6,12.8
,900.64,918,370.0,470.0,94.4,900.00,775,0.2,25.6,24.8,900.32,836,1101.6,1009.8,12.8
,901.60,898,385.0,465.0,94.4,900.96,877,8.2,25.2,24.4,901.28,898,1101.6,1009.8,12.8
,902.56,877,420.0,460.0,94.0,901.92,877,8.8,25.2,25.2,902.24,877,1101.6,1020.0,12.8
,903.52,1448,590.0,470.0,4.8,902.88,1020,12.6,24.8,24.6,903.20,1204,1275.0,1020.0,12.8
,904.48,2285,450.0,560.0,9.2,903.84,1734,22.8,35.8,27.6,904.16,2020,1774.8,1101.6,12.8
,905.44,1693,260.0,590.0,94.4,904.80,2448,10.4,46.4,30.8,905.12,2326,1315.8,1264.8,12.8
,906.40,1428,520.0,515.0,92.4,905.76,1367,6.8,27.6,28.6,906.08,1448,1315.8,1142.4,12.8
,907.37,1836,840.0,575.0,4.8,906.72,1550,28.6,32.4,29.0,907.04,1673,1805.4,1173.0,12.8
,908.34,2162,395.0,655.0,46.2,907.68,1958,30.4,42.2,32.4,908.02,2122,1795.2,1366.8,12.8
,909.30,2224,300.0,580.0,94.4,908.66,2203,7.8,44.4,33.0,908.98,2244,1479.0,1305.6,12.8
,910.26,2142,280.0,540.0,94.4,909.62,2203,6.0,44.4,30.2,909.94,2162,1397.4,1213.8,12.8
,911.22,2081,320.0,540.0,94.4,910.58,2122,5.4,44.0,28.8,910.90,2081,1438.2,1162.8,12.8
,912.18,2060,345.0,560.0,94.4,911.54,2060,9.2,43.8,29.6,911.86,2060,1468.8,1173.0,12.8
,913.14,2101,380.0,580.0,94.4,912.50,2081,11.6,43.8,29.4,912.82,2122,1550.4,1193.4,12.8
,914.10,2162,385.0,580.0,94.4,913.46,2142,11.4,44.2,30.4,913.78,2162,1540.2,1224.0,12.8
,915.06,2203,320.0,575.0,94.4,914.42,2162,11.0,44.2,30.8,914.74,2224,1489.2,1234.2,12.8
,916.02,2162,290.0,565.0,94.4,915.38,2224,7.8,44.6,30.0,915.70,2203,1489.2,1224.0,12.8
,916.98,1040,260.0,490.0,94.4,916.34,1652,0.2,35.0,30.4,916.66,1163,1101.6,1162.8,15.9
,917.94,1265,285.0,490.0,94.4,917.30,1367,3.4,27.4,25.2,917.62,1326,1254.6,1060.8,12.8
,918.90,1265,305.0,495.0,94.4,918.26,1285,7.8,25.0,26.0,918.58,1265,1254.6,1050.6,12.8
,919.86,1285,585.0,505.0,4.8,919.22,1265,8.6,24.6,26.0,919.54,1285,1285.2,1050.6,12.8
,920.82,1408,505.0,530.0,4.8,920.18,1326,23.4,26.4,27.0,920.50,1387,1428.0,1101.6,12.8
,921.80,1408,265.0,515.0,92.4,921.14,1408,9.4,28.4,28.0,921.47,1428,1285.2,1111.8,12.8
,922.76,1367,260.0,490.0,94.4,922.12,1387,2.6,28.0,27.0,922.44,1367,1213.8,1060.8,12.8
,923.72,1306,325.0,490.0,94.4,923.08,1346,5.6,26.8,26.4,923.40,1346,1264.8,1050.6,12.8
,924.68,1367,490.0,510.0,93.2,924.04,1326,11.8,26.4,26.2,924.36,1346,1326.0,1060.8,12.8
,925.64,1387,280.0,510.0,94.4,925.00,1387,14.8,27.8,27.4,925.32,1387,1305.6,1091.4,12.8
,926.60,1346,260.0,495.0,94.4,925.96,1346,0.2,26.8,27.0,926.28,1367,1142.4,1060.8,12.8
,927.56,1265,260.0,480.0,94.4,926.92,1326,0.2,26.2,26.0,927.24,1306,1132.2,1040.4,12.8
,928.52,1204,260.0,480.0,94.4,927.88,1244,0.2,24.0,25.2,928.20,1224,1111.8,1030.2,12.8
,929.48,1183,420.0,475.0,94.4,928.84,1163,1.0,24.2,25.2,929.16,1163,1183.2,1030.2,12.8
,930.44,1183,430.0,490.0,94.4,929.80,1142,15.4,24.2,25.6,930.12,1163,1244.4,1040.4,12.8
,931.42,1142,260.0,500.0,94.4,930.76,1183,7.4,24.2,26.0,931.10,1163,1122.0,1050.6,12.8
,932.38,1081,260.0,475.0,94.4,931.74,1122,0.2,24.4,25.8,932.06,1102,1091.4,1030.2,12.8
,933.34,857,260.0,460.0,94.4,932.70,1040,0.2,24.6,25.2,933.02,1040,1071.0,1020.0,12.8
,934.30,775,270.0,455.0,94.4,933.66,796,0.2,25.6,25.0,933.98,775,1081.2,1020.0,12.8
,935.26,775,270.0,455.0,94.4,934.62,775,0.2,25.6,24.8,934.94,775,1071.0,1009.8,12.8
,936.22,775,270.0,450.0,94.4,935.58,775,0.2,25.6,24.8,935.90,775,1081.2,1009.8,12.8
,937.18,775,275.0,455.0,94.4,936.54,775,0.2,25.6,24.4,936.86,775,1081.2,1009.8,12.8
,938.13,775,275.0,455.0,94.4,937.50,775,0.2,25.6,25.2,937.82,775,1081.2,1009.8,12.8
,939.10,775,270.0,450.0,94.4,938.46,775,0.2,25.6,25.4,938.78,775,1081.2,1009.8,12.8
,940.06,775,275.0,450.0,94.4,939.42,775,0.2,25.6,24.6,939.74,775,1081.2,999.6,12.8
,941.04,857,415.0,445.0,94.4,940.38,918,8.4,25.0,24.2,940.70,857,1111.8,1009.8,12.8
,942.00,857,445.0,470.0,94.4,941.36,857,9.2,25.4,25.0,941.68,836,1111.8,1020.0,12.8
,942.96,1285,580.0,470.0,4.8,942.32,898,11.0,25.2,24.4,942.63,1081,1173.0,1020.0,12.8
,943.92,2081,470.0,535.0,10.0,943.28,1550,22.4,32.0,26.6,943.60,1836,1672.8,1071.0,12.8
,944.88,1469,260.0,570.0,94.4,944.24,2285,11.8,45.0,30.0,944.56,2040,1275.0,1213.8,12.8
,945.84,1326,560.0,505.0,90.0,945.20,1285,9.4,24.8,26.6,945.52,1265,1285.2,1122.0,12.8
,946.80,1571,540.0,540.0,4.8,946.16,1408,21.0,28.4,27.6,946.48,1489,1468.8,1122.0,12.8
,947.76,1897,525.0,580.0,14.7,947.12,1693,21.0,35.4,29.6,947.44,1775,1621.8,1183.2,12.8
,948.72,2101,480.0,615.0,55.4,948.08,1958,19.2,42.2,31.6,948.40,2060,1693.2,1275.0,12.8
,949.68,2264,395.0,620.0,94.4,949.04,2183,16.8,44.4,32.2,949.36,2244,1672.8,1326.0,12.8
,950.63,2326,375.0,610.0,94.4,949.99,2326,12.2,45.4,31.8,950.32,2326,1621.8,1315.8,12.8
,951.60,2366,380.0,600.0,94.4,950.96,2366,11.2,45.8,31.6,951.28,2346,1581.0,1295.4,12.8
,952.57,2387,390.0,610.0,94.4,951.92,2346,11.2,45.6,32.0,952.25,2387,1581.0,1285.2,12.8
,953.54,2060,270.0,600.0,94.4,952.90,2387,11.0,46.0,32.6,953.22,2407,1581.0,1295.4,12.8
,954.50,1448,275.0,510.0,94.4,953.86,1489,0.2,31.2,30.6,954.18,1428,1275.0,1162.8,12.8
,955.46,1448,480.0,515.0,87.7,954.82,1448,7.6,29.8,27.8,955.13,1428,1295.4,1091.4,12.8
,956.42,1489,550.0,540.0,91.2,955.78,1448,15.6,29.4,28.0,956.09,1489,1428.0,1111.8,12.8
,957.38,1632,850.0,575.0,4.8,956.74,1550,25.4,32.0,29.2,957.06,1571,1795.2,1183.2,12.8
,958.33,1816,850.0,645.0,4.8,957.70,1673,44.8,35.0,32.0,958.02,1734,1978.8,1326.0,12.8
,959.29,1999,840.0,730.0,4.8,958.66,1877,39.4,39.0,35.0,958.98,1918,1978.8,1489.2,12.8
,960.25,2020,270.0,590.0,94.4,959.62,2020,21.0,43.6,38.4,959.93,2020,1407.6,1509.6,17.9
,961.22,1918,265.0,520.0,94.4,960.57,1999,0.2,43.4,29.8,960.90,1958,1264.8,1183.2,19.5
,962.18,1754,265.0,510.0,94.4,961.54,1856,0.2,38.8,28.4,961.86,1795,1234.2,1111.8,12.8
,963.14,1591,260.0,510.0,94.4,962.50,1714,0.2,35.6,28.2,962.82,1632,1203.6,1081.2,12.8
,964.10,1469,260.0,495.0,94.4,963.46,1550,0.2,32.6,28.0,963.77,1510,1173.0,1060.8,12.8
,965.05,1326,260.0,490.0,94.4,964.41,1408,0.2,28.6,27.2,964.74,1387,1142.4,1050.6,12.8
,966.02,1265,260.0,480.0,94.4,965.37,1306,0.2,25.4,26.0,965.69,1285,1132.2,1040.4,12.8
,966.97,1163,260.0,495.0,94.4,966.33,1244,0.2,24.0,25.4,966.65,1224,1111.8,1030.2,12.8
,967.93,1204,555.0,495.0,88.5,967.29,1183,6.0,24.2,25.0,967.61,1204,1234.2,1030.2,12.8
,968.90,1285,515.0,510.0,4.8,968.26,1224,22.6,24.0,25.8,968.58,1244,1356.6,1071.0,12.8
,969.85,1367,535.0,520.0,15.5,969.21,1326,15.6,25.8,26.8,969.53,1346,1326.0,1101.6,12.8
,970.82,1428,350.0,535.0,38.6,970.18,1408,19.6,28.4,28.2,970.50,1428,1336.2,1122.0,12.8
,971.77,1408,275.0,505.0,94.4,971.14,1448,8.4,29.8,27.6,971.46,1428,1275.0,1101.6,12.8
,972.73,1428,400.0,510.0,94.4,972.09,1428,9.6,29.6,27.6,972.41,1448,1326.0,1081.2,12.8
,973.69,1428,320.0,505.0,94.4,973.05,1428,6.8,29.0,27.6,973.37,1448,1295.4,1081.2,12.8
,974.65,1489,625.0,540.0,4.8,974.01,1469,18.2,30.0,27.6,974.33,1469,1509.6,1091.4,12.8
,975.61,1673,850.0,600.0,4.8,974.97,1550,29.0,32.2,29.8,975.29,1612,1856.4,1203.6,12.8
,976.57,1877,850.0,655.0,4.8,975.93,1734,36.6,36.0,32.2,976.25,1795,1978.8,1356.6,12.8
,977.53,1836,265.0,535.0,94.4,976.89,1856,0.2,39.0,32.8,977.21,1816,1234.2,1315.8,25.9
,978.51,1836,580.0,560.0,83.7,977.85,1816,0.2,37.6,28.6,978.19,1816,1417.8,1132.2,12.8
,979.47,1979,545.0,615.0,17.1,978.83,1897,28.6,39.8,31.2,979.15,1938,1825.8,1285.2,12.8
,980.43,2122,575.0,670.0,48.6,979.79,2040,24.8,43.6,33.4,980.11,2081,1897.2,1397.4,12.8
,981.39,2264,490.0,675.0,94.4,980.75,2183,24.8,44.4,37.0,981.07,2224,1764.6,1489.2,12.8
,982.35,2366,445.0,665.0,94.4,981.71,2305,20.2,45.2,36.0,982.03,2346,1754.4,1468.8,12.8
,983.31,2346,290.0,575.0,94.4,982.67,2387,15.0,46.0,35.2,982.99,2346,1315.8,1387.2,21.5
,984.27,877,265.0,515.0,94.4,983.63,1856,0.2,39.6,31.4,983.95,1346,1142.4,1203.6,21.1
,985.23,775,270.0,470.0,94.4,984.59,836,0.2,25.4,25.6,984.91,796,1071.0,1081.2,25.5
,986.19,775,265.0,460.0,94.4,985.55,775,0.2,25.6,25.0,985.87,775,1071.0,1030.2,21.9
,987.15,755,275.0,450.0,94.4,986.51,775,0.2,25.6,25.4,986.83,775,1071.0,1020.0,16.3
,988.11,775,270.0,440.0,94.4,987.47,775,0.2,25.6,24.6,987.79,775,1081.2,1009.8,12.8
,989.07,775,270.0,440.0,94.4,988.43,775,0.2,25.6,25.0,988.75,775,1071.0,1009.8,12.8
,990.03,1510,605.0,495.0,4.8,989.39,1020,15.6,24.8,21.2,989.71,1061,1142.4,1009.8,12.8
,990.99,2428,555.0,585.0,6.0,990.35,1795,25.2,36.8,26.6,990.67,2101,1907.4,1122.0,12.8
,991.95,1591,685.0,540.0,4.8,991.31,1979,0.2,43.4,31.4,991.63,1571,1428.0,1224.0,12.8
,992.91,1979,770.0,630.0,4.8,992.27,1693,29.4,35.2,30.2,992.59,1836,1968.6,1264.8,12.8
,993.87,2407,565.0,720.0,12.8,993.23,2142,27.4,44.0,35.0,993.55,2285,1968.6,1448.4,12.8
,994.83,1550,435.0,590.0,94.4,994.20,1958,0.2,43.2,34.2,994.51,1428,1234.2,1315.8,31.5
,995.79,1775,850.0,615.0,4.8,995.15,1612,28.4,33.4,31.2,995.47,1693,1876.8,1264.8,12.8
,996.77,2020,845.0,715.0,4.8,996.11,1836,35.2,38.0,33.6,996.43,1938,1978.8,1428.0,12.8
,997.73,2264,800.0,770.0,4.8,997.09,2101,34.4,43.8,39.0,997.41,2183,1978.8,1621.8,12.8
,998.69,2570,310.0,725.0,47.0,998.05,2326,32.0,45.4,40.6,998.37,2407,1978.8,1703.4,12.8
,999.65,1754,850.0,615.0,4.8,999.01,1856,0.8,39.2,34.2,999.33,1836,1632.0,1326.0,21.9
,1000.61,1836,850.0,695.0,4.8,999.97,1754,48.8,36.4,32.8,1000.29,1816,1978.8,1428.0,12.8
,1001.57,1958,850.0,760.0,4.8,1000.93,1877,48.8,39.6,36.6,1001.25,1938,1978.8,1560.6,12.8
,1002.53,2101,850.0,800.0,4.8,1001.89,2020,48.8,43.4,39.2,1002.21,2060,1978.8,1693.2,12.8
,1003.49,2244,850.0,830.0,4.8,1002.85,2162,48.8,44.2,40.8,1003.17,2183,1978.8,1795.2,12.8
,1004.45,2366,850.0,855.0,4.8,1003.81,2285,48.8,45.0,41.6,1004.13,2326,1978.8,1856.4,12.8
,1005.41,2509,850.0,855.0,4.8,1004.77,2407,47.6,46.2,41.8,1005.09,2448,1978.8,1907.4,12.8
,1006.37,2611,850.0,860.0,4.8,1005.73,2530,47.4,46.8,41.8,1006.05,2570,1978.8,1948.2,12.8
,1007.35,2713,850.0,865.0,4.8,1006.71,2652,48.4,46.8,41.6,1007.03,2672,1978.8,1989.0,13.5
,1008.31,2672,325.0,780.0,52.2,1007.67,2734,30.2,46.8,41.6,1007.99,2754,1978.8,1876.8,12.8
,1009.27,2672,325.0,565.0,94.4,1008.63,2713,0.2,46.8,33.8,1008.95,2693,1366.8,1356.6,33.5
,1010.23,2530,300.0,540.0,94.4,1009.59,2632,0.2,46.8,28.6,1009.91,2591,1346.4,1213.8,18.3
,1011.19,2305,285.0,525.0,94.4,1010.55,2448,0.2,46.4,28.4,1010.87,2387,1326.0,1183.2,12.8
,1012.15,2060,270.0,525.0,94.4,1011.51,2224,0.2,44.6,28.4,1011.83,2142,1285.2,1152.6,12.8
,1013.11,1897,265.0,510.0,94.4,1012.47,1999,0.2,43.4,27.8,1012.79,1938,1254.6,1122.0,12.8
,1014.07,1816,265.0,505.0,94.4,1013.43,1877,0.2,39.2,27.8,1013.75,1836,1244.4,1101.6,12.8
,1015.03,1775,265.0,505.0,94.4,1014.39,1795,0.2,37.0,27.4,1014.71,1795,1234.2,1091.4,12.8
,1015.99,1734,270.0,510.0,94.4,1015.35,1754,3.2,36.2,27.4,1015.67,1754,1346.4,1081.2,12.8
,1016.95,1714,265.0,500.0,94.4,1016.31,1714,4.6,35.8,28.0,1016.63,1714,1336.2,1091.4,12.8
,1017.91,1652,260.0,495.0,94.4,1017.27,1693,0.2,35.4,27.6,1017.59,1673,1203.6,1081.2,12.8
,1018.87,1346,260.0,510.0,94.4,1018.23,1612,0.2,33.6,27.8,1018.55,1550,1183.2,1071.0,12.8
,1019.83,796,265.0,455.0,94.4,1019.19,898,0.2,25.2,26.2,1019.51,836,1081.2,1060.8,13.5
,1020.79,1142,260.0,430.0,94.4,1020.15,857,0.2,25.4,24.0,1020.47,938,1060.8,1030.2,12.8
,1021.74,1469,260.0,480.0,94.4,1021.11,1612,0.2,34.0,26.2,1021.42,1510,1173.0,1020.0,12.8
,1022.71,1387,260.0,480.0,94.4,1022.07,1428,0.2,29.0,26.2,1022.39,1387,1152.6,1040.4,12.8
,1023.69,1285,260.0,485.0,94.4,1023.03,1326,0.2,26.4,26.2,1023.37,1326,1132.2,1040.4,12.8
,1024.65,1244,310.0,480.0,94.4,1024.01,1265,1.0,24.6,25.2,1024.33,1265,1203.6,1040.4,12.8
,1025.61,1244,460.0,495.0,94.4,1024.97,1244,10.2,24.0,25.4,1025.28,1244,1295.4,1050.6,12.8
,1026.57,1306,440.0,505.0,94.4,1025.93,1244,15.6,24.0,25.6,1026.25,1306,1295.4,1071.0,12.8
,1027.53,1387,455.0,510.0,94.4,1026.89,1326,15.0,26.2,26.6,1027.21,1367,1326.0,1091.4,12.8
,1028.51,1469,445.0,520.0,94.4,1027.86,1428,14.8,28.8,27.6,1028.19,1469,1346.4,1111.8,12.8
,1029.47,1612,545.0,550.0,4.8,1028.83,1530,22.6,31.8,28.8,1029.15,1550,1499.4,1152.6,12.8
,1030.43,1734,525.0,565.0,18.7,1029.79,1652,20.4,34.6,30.0,1030.11,1714,1570.8,1213.8,12.8
,1031.39,1918,840.0,660.0,4.8,1030.75,1816,32.4,37.0,30.8,1031.07,1856,1978.8,1315.8,12.8
,1032.34,2122,590.0,715.0,4.8,1031.71,1999,32.6,43.4,35.8,1032.02,2060,1978.8,1519.8,12.8
,1033.31,2224,280.0,645.0,94.4,1032.66,2183,25.8,44.4,38.4,1032.98,2224,1774.8,1550.4,12.8
,1034.29,2162,280.0,540.0,94.4,1033.64,2203,0.2,44.6,31.0,1033.96,2203,1295.4,1244.4,20.3
,1035.24,2081,275.0,530.0,94.4,1034.60,2142,0.2,44.2,28.6,1034.92,2101,1285.2,1152.6,12.8
,1036.23,1979,270.0,520.0,94.4,1035.58,2040,0.2,43.6,28.2,1035.91,2040,1275.0,1122.0,12.8
,1037.19,1918,285.0,520.0,94.4,1036.55,1979,2.0,42.8,27.8,1036.87,1938,1397.4,1111.8,12.8
,1038.15,1897,285.0,530.0,94.4,1037.51,1918,6.0,41.0,28.2,1037.83,1918,1407.6,1132.2,12.8
,1039.11,1856,270.0,520.0,94.4,1038.46,1856,4.2,39.0,28.8,1038.79,1877,1377.0,1122.0,12.8
,1040.07,1816,265.0,520.0,94.4,1039.42,1856,4.8,38.6,28.6,1039.74,1836,1366.8,1111.8,12.8
,1041.03,1754,275.0,515.0,94.4,1040.39,1795,0.2,36.8,28.0,1040.71,1775,1346.4,1091.4,12.8
,1041.99,1714,290.0,515.0,94.4,1041.35,1734,5.8,36.0,28.0,1041.67,1734,1356.6,1101.6,12.8
,1042.94,1714,300.0,520.0,94.4,1042.30,1714,7.0,36.0,28.0,1042.62,1714,1366.8,1101.6,12.8
,1043.91,1714,310.0,525.0,94.4,1043.26,1714,7.6,35.6,28.4,1043.59,1714,1366.8,1111.8,12.8
,1044.86,1734,430.0,530.0,94.4,1044.22,1714,7.8,35.6,28.4,1044.54,1714,1377.0,1111.8,12.8
,1045.82,1795,425.0,545.0,94.4,1045.18,1734,14.6,36.2,29.2,1045.51,1775,1468.8,1162.8,12.8
,1046.79,1877,425.0,560.0,94.4,1046.14,1816,14.2,37.2,30.0,1046.46,1836,1489.2,1193.4,12.8
,1047.74,1897,445.0,560.0,94.4,1047.10,1897,13.8,39.8,30.2,1047.43,1897,1458.6,1213.8,12.8
,1048.70,2040,840.0,630.0,4.8,1048.07,1958,21.0,41.8,30.4,1048.38,1979,1836.0,1264.8,12.8
,1049.66,2264,850.0,790.0,4.8,1049.02,2101,34.6,44.0,36.6,1049.34,2183,1978.8,1540.2,12.8
,1050.62,2509,735.0,835.0,4.8,1049.98,2346,38.8,45.6,41.4,1050.30,2428,1978.8,1805.4,12.8
,1051.58,1897,265.0,650.0,94.4,1050.94,2570,25.6,46.8,41.2,1051.26,2530,1499.4,1693.2,17.5
,1052.54,1816,845.0,605.0,4.8,1051.90,1795,9.4,36.8,29.4,1052.22,1816,1662.6,1254.6,17.1
,1053.50,1897,850.0,685.0,4.8,1052.86,1836,40.4,37.8,33.2,1053.18,1856,1978.8,1407.6,12.8
,1054.46,1999,850.0,765.0,4.8,1053.82,1938,48.8,41.0,37.4,1054.14,1958,1978.8,1591.2,12.8
,1055.44,2020,270.0,640.0,70.1,1054.80,2040,37.2,43.6,39.4,1055.12,2040,1703.4,1662.6,16.7
,1056.40,1979,270.0,530.0,94.4,1055.76,2040,0.2,43.6,30.6,1056.08,2020,1264.8,1234.2,29.5
,1057.36,1958,265.0,510.0,94.4,1056.72,1979,0.2,42.8,28.4,1057.04,1958,1264.8,1132.2,16.3
,1058.32,1918,265.0,505.0,94.4,1057.68,1938,0.2,41.2,28.0,1058.00,1918,1254.6,1101.6,12.8
,1059.29,1856,265.0,505.0,94.4,1058.64,1897,0.2,40.0,27.6,1058.96,1877,1244.4,1101.6,12.8
,1060.24,1795,265.0,505.0,94.4,1059.60,1836,0.2,38.2,28.0,1059.92,1836,1244.4,1091.4,12.8
,1061.20,1734,265.0,510.0,94.4,1060.56,1795,0.2,37.0,27.8,1060.88,1754,1224.0,1081.2,12.8
,1062.16,1632,260.0,495.0,94.4,1061.52,1693,0.2,35.4,27.8,1061.84,1652,1203.6,1081.2,12.8
,1063.12,1530,260.0,495.0,94.4,1062.48,1571,0.2,33.0,27.6,1062.80,1550,1183.2,1071.0,12.8
,1064.08,1489,260.0,480.0,94.4,1063.44,1510,0.2,31.6,27.4,1063.76,1489,1173.0,1060.8,12.8
,1065.04,1428,260.0,490.0,94.4,1064.40,1469,0.2,30.4,27.0,1064.72,1448,1162.8,1050.6,12.8
,1066.00,1387,260.0,485.0,94.4,1065.36,1428,0.2,29.0,26.8,1065.68,1408,1152.6,1050.6,12.8
,1066.96,1367,260.0,490.0,94.4,1066.32,1387,0.2,28.0,26.4,1066.64,1367,1142.4,1040.4,12.8
,1067.92,1326,260.0,480.0,94.4,1067.28,1346,0.2,27.0,26.4,1067.60,1367,1142.4,1040.4,12.8
,1068.88,1306,260.0,485.0,94.4,1068.24,1326,0.2,26.2,25.8,1068.56,1306,1132.2,1040.4,12.8
,1069.84,1306,515.0,490.0,89.3,1069.20,1306,0.2,25.4,25.6,1069.52,1285,1254.6,1040.4,12.8
,1070.80,1346,645.0,520.0,4.8,1070.16,1306,21.8,25.6,26.6,1070.48,1306,1387.2,1081.2,12.8
,1071.76,1387,850.0,555.0,4.8,1071.12,1367,28.8,27.0,27.6,1071.44,1387,1601.4,1142.4,12.8
,1072.74,1469,850.0,580.0,4.8,1072.09,1448,41.4,29.4,29.2,1072.42,1448,1683.0,1213.8,12.8
,1073.70,1571,850.0,610.0,4.8,1073.06,1489,48.8,31.2,31.2,1073.38,1530,1774.8,1285.2,12.8
,1074.66,1612,260.0,530.0,71.7,1074.02,1591,22.0,33.2,32.0,1074.34,1571,1326.0,1295.4,14.3
,1075.62,1571,260.0,505.0,94.4,1074.98,1571,0.2,33.0,28.6,1075.30,1571,1183.2,1122.0,12.8
,1076.58,918,260.0,450.0,94.4,1075.94,1326,0.2,26.2,27.4,1076.26,898,1071.0,1081.2,14.3
,1077.54,2020,270.0,480.0,94.4,1076.90,1489,0.2,30.2,25.2,1077.22,1938,1254.6,1020.0,12.8
,1078.50,1775,265.0,500.0,94.4,1077.86,1918,0.2,41.0,27.8,1078.18,1836,1244.4,1071.0,12.8
,1079.46,1652,260.0,510.0,94.4,1078.82,1734,0.2,36.0,28.0,1079.14,1673,1203.6,1081.2,12.8
,1080.42,1591,260.0,500.0,94.4,1079.78,1632,0.2,34.2,28.0,1080.10,1612,1203.6,1071.0,12.8
,1081.38,1530,260.0,500.0,94.4,1080.74,1571,1.0,32.6,28.0,1081.06,1550,1244.4,1060.8,12.8
,1082.34,1530,395.0,510.0,94.4,1081.70,1510,5.4,31.6,27.8,1082.02,1550,1336.2,1060.8,12.8
,1083.32,1530,265.0,495.0,94.4,1082.66,1530,8.8,31.8,28.8,1082.98,1530,1295.4,1091.4,12.8
,1084.28,1489,270.0,505.0,94.4,1083.64,1530,5.0,31.8,27.8,1083.96,1510,1295.4,1081.2,12.8
,1085.24,1469,270.0,505.0,94.4,1084.60,1489,5.2,31.0,28.2,1084.92,1469,1295.4,1071.0,12.8
,1086.20,1448,275.0,500.0,94.4,1085.56,1469,5.4,30.0,27.4,1085.88,1448,1285.2,1071.0,12.8
,1087.16,1408,260.0,495.0,94.4,1086.52,1428,3.8,29.4,27.2,1086.84,1408,1152.6,1060.8,12.8
,1088.12,1346,260.0,495.0,94.4,1087.48,1387,0.2,27.8,26.6,1087.80,1367,1142.4,1050.6,12.8
,1089.10,1346,300.0,490.0,94.4,1088.46,1326,1.2,26.0,26.0,1088.78,1306,1254.6,1040.4,12.8
,1090.06,1285,260.0,490.0,94.4,1089.42,1306,5.8,25.4,26.2,1089.74,1265,1132.2,1050.6,12.8
,1091.02,1244,285.0,485.0,94.4,1090.38,1265,4.6,24.4,25.6,1090.70,1265,1244.4,1040.4,12.8
,1092.00,1265,325.0,495.0,94.4,1091.34,1265,8.2,24.8,25.4,1091.68,1265,1254.6,1040.4,12.8
,1092.96,1285,315.0,495.0,94.4,1092.32,1265,9.0,24.4,25.6,1092.64,1265,1264.8,1050.6,12.8
,1093.92,1265,285.0,495.0,94.4,1093.28,1265,7.6,24.4,25.4,1093.60,1265,1254.6,1050.6,12.8
,1094.88,1244,270.0,485.0,94.4,1094.24,1244,7.0,24.0,26.0,1094.56,1244,1244.4,1050.6,12.8
,1095.84,1204,260.0,480.0,94.4,1095.20,1244,5.6,24.0,25.8,1095.52,1224,1142.4,1040.4,12.8
,1096.82,816,275.0,475.0,94.4,1096.18,1163,0.2,24.2,25.4,1096.50,1102,1091.4,1030.2,12.8
,1097.78,775,270.0,455.0,94.4,1097.14,775,0.2,25.6,25.6,1097.46,775,1081.2,1030.2,12.8
,1098.74,775,270.0,455.0,94.4,1098.10,775,0.2,25.6,25.2,1098.42,775,1081.2,1020.0,12.8
,1099.70,898,280.0,470.0,94.4,1099.05,775,0.2,25.6,24.8,1099.37,775,1071.0,1009.8,12.8
,1100.65,816,675.0,465.0,4.8,1100.02,898,11.8,25.2,24.8,1100.34,836,1132.2,1020.0,12.8
,1101.62,898,595.0,465.0,4.8,1100.97,836,16.0,25.4,24.8,1101.29,857,1132.2,1030.2,12.8
,1102.57,979,625.0,470.0,4.8,1101.94,918,18.2,25.2,25.2,1102.26,938,1132.2,1040.4,12.8
,1103.54,1102,850.0,495.0,4.8,1102.89,1020,34.8,24.8,25.6,1103.22,1061,1254.6,1050.6,12.8
,1104.50,1244,850.0,515.0,4.8,1103.85,1142,47.8,24.2,26.0,1104.18,1204,1417.8,1081.2,12.8
,1105.46,1408,850.0,540.0,4.8,1104.82,1285,48.2,25.0,26.8,1105.14,1346,1570.8,1122.0,12.8
,1106.42,1591,850.0,580.0,4.8,1105.78,1448,48.6,29.8,29.2,1106.10,1530,1764.6,1203.6,12.8
,1107.38,1775,850.0,650.0,4.8,1106.74,1652,48.8,34.4,31.4,1107.06,1693,1978.8,1326.0,12.8
